txn_id,timestamp,sender_id,receiver_id,amount,currency,txn_type,channel,sender_country,receiver_country,is_cross_border,label_is_laundering,pattern_label
T-000990,2025-01-26 16:29:00.000000,C-N0148,C-N0165,13239.56,USD,deposit,branch,DE,JP,True,,
T-000991,2025-02-03 21:56:00.000000,C-LAY08,C-RCO08,2924.35,USD,withdrawal,branch,FR,SG,True,,
T-000992,2025-03-11 07:21:00.000000,C-N0134,C-N0005,9828.66,USD,transfer,mobile,US,SG,True,,
T-000993,2025-03-31 19:16:00.000000,C-N0115,C-LAY21,4788.24,USD,transfer,online,SG,SG,False,,
T-000994,2025-02-03 07:45:00.000000,C-N0098,C-N0008,9751.23,USD,transfer,mobile,GB,SG,True,,
T-000995,2025-01-15 06:35:00.000000,C-SMF09,C-LAY01,1700.73,USD,deposit,online,CA,JP,True,,
T-000996,2025-02-05 07:02:39.378089,C-RCO05,C-N0139,18046.57,USD,cash,branch,US,US,False,True,rapid_cashout
T-000997,2025-01-23 23:47:00.000000,C-RCO08,C-N0023,9838.63,USD,deposit,atm,US,SG,True,,
T-000998,2025-01-17 22:48:00.000000,C-N0123,C-LAY15,12724.22,USD,transfer,online,SG,GB,True,,
T-000999,2025-01-12 19:33:00.000000,C-SMF14,C-N0065,7034.54,USD,withdrawal,atm,AU,SG,True,,
T-001000,2025-01-05 02:45:34.600977,C-RCO02,C-SMF13,14659.57,USD,cash,atm,US,US,False,True,rapid_cashout
T-001001,2025-01-02 02:41:00.000000,C-N0013,C-N0159,6895.37,USD,withdrawal,atm,JP,AU,True,,
T-001002,2025-01-11 23:43:00.000000,C-LAY02,C-LAY25,5848.82,USD,transfer,online,AU,DE,True,,
T-001003,2025-02-19 15:39:00.000000,C-N0159,C-N0097,732.93,USD,deposit,branch,US,SG,True,,
T-001004,2025-02-14 16:38:00.000000,C-N0054,C-N0019,11734.05,USD,withdrawal,branch,SG,FR,True,,
T-001005,2025-03-07 05:07:00.000000,C-N0089,C-N0061,13314.74,USD,transfer,online,AU,DE,True,,
T-001006,2025-02-26 14:01:00.000000,C-N0177,C-N0097,1811.4,USD,transfer,mobile,FR,SG,True,,
T-001007,2025-02-15 05:20:00.000000,C-N0159,C-N0104,1006.35,USD,transfer,online,DE,SG,True,,
T-001008,2025-03-06 07:07:00.000000,C-N0092,C-N0111,6687.6,USD,withdrawal,atm,JP,FR,True,,
T-001009,2025-01-11 00:09:00.000000,C-N0077,C-SMF04,6326.39,USD,transfer,online,US,CA,True,,
T-001010,2025-03-20 02:56:00.000000,C-LAY03,C-N0126,1331.96,USD,withdrawal,branch,GB,GB,False,,
T-001011,2025-02-03 04:39:00.000000,C-N0168,C-LAY08,5963.29,USD,transfer,online,JP,AU,True,,
T-001012,2025-02-25 11:08:00.000000,C-STR01,C-N0099,6076.63,USD,transfer,online,JP,DE,True,,
T-001013,2025-01-23 13:59:00.000000,C-STR08,C-N0002,9889.21,USD,cash,branch,US,US,False,True,structuring
T-001014,2025-02-13 11:09:00.000000,C-N0149,C-N0155,6622.1,USD,transfer,online,US,DE,True,,
T-001015,2025-01-11 07:47:00.000000,C-LAY07,C-N0005,5751.52,USD,transfer,online,US,AU,True,,
T-001016,2025-02-10 03:22:00.000000,C-N0128,C-N0142,8399.24,USD,deposit,atm,DE,CA,True,,
T-001017,2025-03-27 14:17:00.000000,C-N0063,C-N0144,96.78,USD,withdrawal,branch,JP,CA,True,,
T-001018,2025-01-16 08:25:00.000000,C-LAY05,C-LAY10,10876.59,USD,transfer,online,FR,DE,True,,
T-001019,2025-03-10 16:11:00.000000,C-LAY12,C-SMF05,1781.64,USD,withdrawal,atm,FR,US,True,,
T-001020,2025-01-25 04:19:00.000000,C-N0200,C-SMF04,10648.93,USD,deposit,branch,FR,GB,True,,
T-001021,2025-02-14 00:44:00.000000,C-N0013,C-N0123,603.79,USD,deposit,online,SG,US,True,,
T-001022,2025-02-14 04:08:00.000000,C-LAY16,C-N0141,7200.89,USD,transfer,online,US,JP,True,,
T-001023,2025-03-13 04:20:00.000000,C-N0166,C-SMF07,2218.34,USD,transfer,online,AU,AU,False,,
T-001024,2025-02-15 23:32:00.000000,C-N0044,C-N0081,6977.22,USD,transfer,online,JP,DE,True,,
T-001025,2025-03-03 16:40:00.000000,C-RCO07,C-N0054,404.32,USD,transfer,mobile,CA,US,True,,
T-001026,2025-03-15 06:13:00.000000,C-N0175,C-N0107,3320.83,USD,transfer,online,GB,DE,True,,
T-001027,2025-01-27 15:54:45.853211,C-RCO08,C-N0059,12579.68,USD,cash,atm,US,US,False,True,rapid_cashout
T-001028,2025-03-27 03:29:00.000000,C-N0088,C-STR07,3392.13,USD,withdrawal,atm,AU,GB,True,,
T-001029,2025-02-04 10:28:00.000000,C-N0163,C-N0117,843.44,USD,transfer,online,AU,AU,False,,
T-001030,2025-02-24 19:06:00.000000,C-N0148,C-SMF06,7412.94,USD,transfer,online,SG,SG,False,,
T-001031,2025-01-11 17:48:00.000000,C-N0126,C-N0015,13031.77,USD,transfer,mobile,SG,JP,True,,
T-001032,2025-01-28 08:49:00.000000,C-SMF15,C-SMF22,5609.94,USD,withdrawal,atm,CA,SG,True,,
T-001033,2025-02-23 14:22:00.000000,C-N0044,C-N0075,10903.69,USD,withdrawal,branch,CA,SG,True,,
T-001034,2025-03-31 15:36:00.000000,C-N0023,C-N0124,4636.01,USD,transfer,online,CA,FR,True,,
T-001035,2025-03-24 05:07:00.000000,C-N0188,C-LAY20,7051.55,USD,withdrawal,branch,AU,GB,True,,
T-001036,2025-03-25 23:18:00.000000,C-STR02,C-N0135,9043.43,USD,cash,atm,US,US,False,True,structuring
T-001037,2025-03-11 21:33:00.000000,C-SMF21,C-N0155,4302.53,USD,deposit,branch,GB,GB,False,,
T-001038,2025-03-14 18:01:00.000000,C-N0147,C-LAY16,6111.8,USD,deposit,atm,SG,GB,True,,
T-001039,2025-01-23 09:24:00.000000,C-N0083,C-N0100,1382.13,USD,withdrawal,atm,GB,AU,True,,
T-001040,2025-02-21 05:58:00.000000,C-N0136,C-STR08,8539.61,USD,deposit,online,DE,AU,True,,
T-001041,2025-01-20 22:38:00.000000,C-N0048,C-N0151,14949.64,USD,withdrawal,branch,AU,JP,True,,
T-001042,2025-01-16 15:26:00.000000,C-N0081,C-N0123,4404.33,USD,deposit,branch,SG,SG,False,,
T-001043,2025-02-28 02:30:00.000000,C-N0059,C-LAY22,4343.4,USD,transfer,online,DE,SG,True,,
T-001044,2025-01-12 23:31:00.000000,C-N0167,C-STR05,13510.3,USD,withdrawal,atm,CA,AU,True,,
T-001045,2025-03-11 08:02:00.000000,C-N0126,C-N0194,1708.43,USD,deposit,atm,US,GB,True,,
T-001046,2025-03-18 17:05:00.000000,C-STR03,C-N0088,13996.01,USD,withdrawal,branch,FR,CA,True,,
T-001047,2025-02-26 02:00:00.000000,C-N0036,C-N0170,6065.89,USD,deposit,online,JP,AU,True,,
T-001048,2025-01-26 14:13:00.000000,C-N0003,C-SMF24,7074.91,USD,transfer,mobile,US,GB,True,,
T-001049,2025-01-28 07:13:00.000000,C-N0137,C-N0005,9977.34,USD,withdrawal,atm,CA,CA,False,,
T-001050,2025-02-12 12:33:00.000000,C-RCO05,C-N0061,12052.62,USD,transfer,mobile,US,AU,True,,
T-001051,2025-01-09 03:21:00.000000,C-N0143,C-N0075,6386.29,USD,withdrawal,branch,AU,SG,True,,
T-001052,2025-03-24 14:53:00.000000,C-N0072,C-N0103,11884.31,USD,deposit,branch,US,JP,True,,
T-001053,2025-01-22 15:41:00.000000,C-STR05,C-N0077,7202.34,USD,transfer,online,US,DE,True,,
T-001054,2025-02-13 15:26:00.000000,C-STR09,C-N0091,8858.7,USD,transfer,branch,US,US,False,True,structuring
T-001055,2025-02-07 03:20:00.000000,C-N0177,C-N0109,1763.61,USD,withdrawal,atm,FR,CA,True,,
T-001056,2025-02-22 05:36:00.000000,C-N0092,C-RCO03,61736.03,USD,wire,wire,AU,US,True,True,rapid_cashout
T-001057,2025-02-16 14:45:47.431371,C-HUB01,C-SMF05,8975.89,USD,transfer,online,US,US,False,True,smurfing
T-001058,2025-03-11 08:48:00.000000,C-N0188,C-LAY02,5644.38,USD,transfer,online,CA,JP,True,,
T-001059,2025-01-26 13:02:00.000000,C-N0036,C-N0198,7802.05,USD,withdrawal,atm,US,AU,True,,
T-001060,2025-01-12 00:13:00.000000,C-LAY14,C-N0002,8508.17,USD,transfer,mobile,SG,FR,True,,
T-001061,2025-03-24 20:58:00.000000,C-STR01,C-N0085,13271.96,USD,transfer,online,GB,GB,False,,
T-001062,2025-03-03 21:34:00.000000,C-N0193,C-N0106,9791.06,USD,transfer,online,DE,JP,True,,
T-001063,2025-01-13 23:47:00.000000,C-SMF01,C-N0084,6858.71,USD,withdrawal,branch,GB,CA,True,,
T-001064,2025-02-12 19:50:00.000000,C-N0110,C-SMF02,290.05,USD,deposit,branch,AU,US,True,,
T-001065,2025-02-06 18:58:00.000000,C-N0158,C-N0037,14358.6,USD,deposit,branch,CA,JP,True,,
T-001066,2025-02-04 14:52:00.000000,C-SMF09,C-SMF22,13288.85,USD,withdrawal,atm,US,CA,True,,
T-001067,2025-03-22 00:32:00.000000,C-N0138,C-SMF01,2461.93,USD,deposit,atm,JP,US,True,,
T-001068,2025-03-30 00:21:00.000000,C-N0152,C-N0012,11647.33,USD,transfer,online,SG,FR,True,,
T-001069,2025-01-17 13:15:00.000000,C-N0176,C-N0188,4230.46,USD,transfer,mobile,AU,JP,True,,
T-001070,2025-03-03 22:02:00.000000,C-N0020,C-SMF02,13174.45,USD,transfer,mobile,SG,DE,True,,
T-001071,2025-03-09 06:40:00.000000,C-SMF06,C-N0042,12321.19,USD,deposit,online,SG,US,True,,
T-001072,2025-01-29 10:56:00.000000,C-N0154,C-SMF22,7612.98,USD,deposit,branch,GB,CA,True,,
T-001073,2025-01-21 15:24:00.000000,C-SMF10,C-N0154,10957.96,USD,deposit,online,US,FR,True,,
T-001074,2025-03-28 01:58:00.000000,C-N0115,C-N0053,13853.63,USD,transfer,mobile,GB,AU,True,,
T-001075,2025-03-28 10:48:00.000000,C-RCO08,C-N0187,4872.92,USD,transfer,online,AU,FR,True,,
T-001076,2025-01-19 07:46:00.000000,C-N0108,C-N0176,9532.55,USD,transfer,mobile,US,GB,True,,
T-001077,2025-03-03 15:02:00.000000,C-SMF08,C-N0166,2897.82,USD,deposit,branch,AU,AU,False,,
T-001078,2025-03-07 20:35:00.000000,C-N0025,C-N0078,7024.96,USD,deposit,branch,SG,JP,True,,
T-001079,2025-03-01 03:53:00.000000,C-N0160,C-N0028,2705.6,USD,withdrawal,branch,US,US,False,,
T-001080,2025-01-13 14:18:00.000000,C-N0181,C-N0087,11476.87,USD,transfer,online,GB,US,True,,
T-001081,2025-02-10 22:16:00.000000,C-N0131,C-LAY17,14724.59,USD,transfer,online,FR,US,True,,
T-001082,2025-03-29 19:58:00.000000,C-N0017,C-N0061,2933.04,USD,transfer,online,FR,GB,True,,
T-001083,2025-03-11 06:30:00.000000,C-N0177,C-N0013,13866.99,USD,withdrawal,branch,SG,US,True,,
T-001084,2025-01-04 12:41:00.000000,C-N0166,C-N0116,14871.76,USD,transfer,online,SG,AU,True,,
T-001085,2025-03-02 03:23:00.000000,C-HUB02,C-SMF16,11601.03,USD,withdrawal,branch,FR,AU,True,,
T-001086,2025-03-06 16:08:00.000000,C-N0061,C-N0008,2898.64,USD,transfer,online,CA,CA,False,,
T-001087,2025-02-19 16:08:00.000000,C-N0177,C-N0171,3541.76,USD,transfer,online,CA,JP,True,,
T-001088,2025-03-18 10:18:24.122026,C-RCO07,C-N0179,14340.07,USD,cash,atm,US,US,False,True,rapid_cashout
T-001089,2025-01-11 13:44:00.000000,C-N0051,C-N0049,9723.97,USD,withdrawal,branch,US,AU,True,,
T-001090,2025-01-14 10:10:00.000000,C-LAY24,C-LAY25,458068.46,USD,wire,wire,AU,JP,True,True,layering
T-001091,2025-03-24 08:40:00.000000,C-N0105,C-STR04,3960.35,USD,transfer,mobile,AU,FR,True,,
T-001092,2025-03-14 13:27:00.000000,C-STR05,C-N0138,9012.32,USD,transfer,atm,US,US,False,True,structuring
T-001093,2025-01-10 18:24:00.000000,C-N0090,C-SMF03,6547.55,USD,withdrawal,atm,JP,GB,True,,
T-001094,2025-03-05 18:32:00.000000,C-N0093,C-N0120,11075.15,USD,withdrawal,atm,SG,GB,True,,
T-001095,2025-02-05 11:54:00.000000,C-N0197,C-N0142,6304.72,USD,deposit,branch,DE,CA,True,,
T-001096,2025-03-13 10:37:00.000000,C-N0156,C-N0003,12949.36,USD,transfer,mobile,CA,SG,True,,
T-001097,2025-03-27 17:23:00.000000,C-N0143,C-N0169,6566.88,USD,transfer,mobile,US,US,False,,
T-001098,2025-02-23 03:30:00.000000,C-N0076,C-STR08,11764.83,USD,transfer,mobile,FR,GB,True,,
T-001099,2025-03-14 02:51:00.000000,C-N0167,C-N0088,3687.58,USD,transfer,online,JP,GB,True,,
T-001100,2025-01-09 05:17:00.000000,C-N0119,C-N0111,1212.92,USD,withdrawal,atm,US,AU,True,,
T-001101,2025-02-15 16:02:00.000000,C-N0105,C-N0121,3711.63,USD,transfer,mobile,DE,CA,True,,
T-001102,2025-01-28 12:57:38.623024,C-RCO01,C-N0018,17139.65,USD,cash,branch,US,US,False,True,rapid_cashout
T-001103,2025-01-03 14:21:00.000000,C-LAY12,C-N0063,1443.48,USD,withdrawal,atm,US,JP,True,,
T-001104,2025-01-07 03:13:00.000000,C-N0152,C-N0083,3906.26,USD,transfer,online,DE,SG,True,,
T-001105,2025-03-27 14:08:00.000000,C-N0178,C-N0005,7970.73,USD,deposit,online,GB,CA,True,,
T-001106,2025-03-20 10:05:00.000000,C-SMF12,C-N0013,897.86,USD,deposit,branch,DE,AU,True,,
T-001107,2025-03-26 23:34:00.000000,C-N0102,C-N0150,406.32,USD,transfer,mobile,GB,SG,True,,
T-001108,2025-03-05 06:10:00.000000,C-N0170,C-N0181,4767.44,USD,transfer,online,GB,CA,True,,
T-001109,2025-01-10 09:49:00.000000,C-N0013,C-LAY11,5178.85,USD,transfer,online,AU,FR,True,,
T-001110,2025-03-01 16:00:00.000000,C-SMF17,C-N0066,1044.18,USD,withdrawal,atm,DE,SG,True,,
T-001111,2025-02-12 20:57:00.000000,C-LAY14,C-N0056,5451.96,USD,transfer,online,DE,GB,True,,
T-001112,2025-02-20 12:00:00.000000,C-STR07,C-N0131,2715.96,USD,withdrawal,atm,CA,FR,True,,
T-001113,2025-02-11 15:06:00.000000,C-LAY02,C-LAY03,54496.93,USD,wire,wire,GB,CA,True,True,layering
T-001114,2025-02-09 23:04:00.000000,C-N0196,C-N0197,9923.02,USD,withdrawal,branch,JP,US,True,,
T-001115,2025-03-22 01:09:00.000000,C-N0037,C-LAY05,13069.19,USD,deposit,online,JP,US,True,,
T-001116,2025-02-24 08:08:00.000000,C-LAY09,C-LAY10,310926.39,USD,wire,wire,AU,SG,True,True,layering
T-001117,2025-03-17 07:46:00.000000,C-N0024,C-N0066,6450.82,USD,transfer,mobile,JP,GB,True,,
T-001118,2025-02-11 13:48:00.000000,C-N0127,C-N0028,14551.04,USD,withdrawal,atm,FR,AU,True,,
T-001119,2025-02-03 05:31:00.000000,C-N0151,C-N0032,3566.86,USD,deposit,branch,FR,US,True,,
T-001120,2025-02-16 12:52:05.797572,C-HUB01,C-SMF08,9374.44,USD,transfer,online,US,US,False,True,smurfing
T-001121,2025-03-31 06:29:00.000000,C-N0009,C-SMF19,1390.34,USD,withdrawal,branch,FR,SG,True,,
T-001122,2025-02-02 16:07:00.000000,C-SMF07,C-N0093,1941.24,USD,deposit,online,US,CA,True,,
T-001123,2025-03-04 12:08:00.000000,C-N0192,C-RCO08,3331.92,USD,transfer,mobile,US,CA,True,,
T-001124,2025-03-17 19:53:00.000000,C-HUB02,C-N0071,5629.35,USD,withdrawal,atm,CA,SG,True,,
T-001125,2025-01-01 12:15:00.000000,C-STR02,C-SMF01,11517.38,USD,transfer,mobile,DE,SG,True,,
T-001126,2025-01-16 19:20:00.000000,C-STR08,C-N0002,8982.23,USD,cash,branch,US,US,False,True,structuring
T-001127,2025-03-13 06:14:00.000000,C-N0021,C-RCO05,5173.79,USD,transfer,online,CA,AU,True,,
T-001128,2025-01-26 17:46:00.000000,C-N0104,C-RCO04,3626.89,USD,deposit,online,US,AU,True,,
T-001129,2025-02-20 00:59:00.000000,C-N0049,C-N0196,8047.92,USD,deposit,online,CA,SG,True,,
T-001130,2025-03-10 17:47:00.000000,C-N0061,C-SMF22,8446.81,USD,deposit,online,CA,FR,True,,
T-001131,2025-03-17 06:28:00.000000,C-N0060,C-HUB02,12173.51,USD,deposit,online,CA,FR,True,,
T-001132,2025-03-17 07:53:00.000000,C-N0111,C-LAY06,6542.02,USD,transfer,online,CA,AU,True,,
T-001133,2025-03-23 20:39:00.000000,C-N0159,C-RCO07,2802.82,USD,transfer,mobile,GB,GB,False,,
T-001134,2025-01-14 02:18:00.000000,C-N0080,C-LAY04,11853.91,USD,withdrawal,atm,US,AU,True,,
T-001135,2025-01-03 20:34:00.000000,C-RCO05,C-LAY22,14328.02,USD,transfer,mobile,DE,SG,True,,
T-001136,2025-03-09 13:50:00.000000,C-HUB02,C-N0176,8244.06,USD,transfer,mobile,JP,DE,True,,
T-001137,2025-01-24 15:22:00.000000,C-N0002,C-N0079,13606.56,USD,transfer,mobile,DE,SG,True,,
T-001138,2025-03-10 00:33:00.000000,C-N0090,C-N0197,12709.69,USD,transfer,mobile,GB,US,True,,
T-001139,2025-03-23 01:45:00.000000,C-N0052,C-N0082,8446.88,USD,withdrawal,branch,JP,DE,True,,
T-001140,2025-03-30 07:04:00.000000,C-N0019,C-N0178,10863.78,USD,transfer,mobile,DE,FR,True,,
T-001141,2025-01-08 04:56:00.000000,C-N0165,C-N0053,5305.63,USD,transfer,mobile,DE,SG,True,,
T-001142,2025-01-15 13:50:00.000000,C-N0166,C-N0132,14939.58,USD,deposit,atm,JP,AU,True,,
T-001143,2025-01-25 05:05:00.000000,C-N0177,C-N0074,12255.02,USD,withdrawal,branch,US,DE,True,,
T-001144,2025-01-24 19:45:00.000000,C-N0115,C-SMF18,7984.61,USD,deposit,branch,FR,US,True,,
T-001145,2025-02-10 03:46:00.000000,C-N0076,C-STR07,13220.57,USD,withdrawal,branch,JP,CA,True,,
T-001146,2025-03-23 01:30:00.000000,C-STR07,C-N0086,9886.11,USD,transfer,atm,US,US,False,True,structuring
T-001147,2025-01-06 23:01:00.000000,C-N0170,C-N0182,8586.18,USD,withdrawal,atm,JP,DE,True,,
T-001148,2025-01-22 11:50:00.000000,C-N0030,C-N0150,13258.03,USD,withdrawal,branch,FR,AU,True,,
T-001149,2025-01-28 16:02:00.000000,C-N0073,C-N0117,331.16,USD,withdrawal,atm,GB,GB,False,,
T-001150,2025-03-24 01:37:00.000000,C-N0047,C-N0165,6746.17,USD,transfer,mobile,AU,DE,True,,
T-001151,2025-03-30 03:14:00.000000,C-N0103,C-N0091,5359.54,USD,transfer,mobile,GB,SG,True,,
T-001152,2025-01-03 04:04:00.000000,C-N0071,C-N0062,8382.66,USD,deposit,online,SG,AU,True,,
T-001153,2025-01-29 17:05:00.000000,C-N0007,C-N0083,6365.73,USD,transfer,online,SG,JP,True,,
T-001154,2025-02-16 13:16:00.000000,C-STR09,C-N0091,9965.42,USD,transfer,atm,US,US,False,True,structuring
T-001155,2025-01-07 06:56:00.000000,C-N0090,C-SMF13,3252.85,USD,deposit,atm,SG,GB,True,,
T-001156,2025-03-12 10:14:00.000000,C-N0015,C-SMF18,2006.29,USD,transfer,online,US,JP,True,,
T-001157,2025-01-14 13:47:00.000000,C-STR01,C-N0100,9513.25,USD,transfer,atm,US,US,False,True,structuring
T-001158,2025-03-10 10:03:00.000000,C-N0089,C-N0079,12970.49,USD,deposit,branch,SG,AU,True,,
T-001159,2025-01-18 10:38:00.000000,C-N0040,C-RCO02,4108.31,USD,withdrawal,atm,AU,FR,True,,
T-001160,2025-02-18 05:33:00.000000,C-SMF05,C-N0074,6324.31,USD,deposit,online,AU,DE,True,,
T-001161,2025-03-10 23:13:00.000000,C-N0168,C-N0197,13844.91,USD,withdrawal,branch,GB,DE,True,,
T-001162,2025-02-05 15:53:00.000000,C-N0128,C-N0183,14283.84,USD,deposit,online,DE,US,True,,
T-001163,2025-03-09 01:37:00.000000,C-N0151,C-LAY03,3008.25,USD,transfer,online,FR,DE,True,,
T-001164,2025-03-28 13:21:00.000000,C-N0058,C-LAY10,3716.21,USD,deposit,branch,GB,GB,False,,
T-001165,2025-01-19 05:00:00.000000,C-N0174,C-N0044,7209.68,USD,transfer,online,FR,AU,True,,
T-001166,2025-01-24 07:51:00.000000,C-LAY07,C-SMF18,6626.1,USD,withdrawal,branch,CA,FR,True,,
T-001167,2025-01-16 02:00:00.000000,C-STR04,C-N0160,9248.26,USD,transfer,atm,US,US,False,True,structuring
T-001168,2025-01-20 04:55:00.000000,C-N0198,C-SMF16,11100.51,USD,deposit,branch,SG,DE,True,,
T-001169,2025-02-15 22:10:00.000000,C-STR03,C-N0151,6803.49,USD,deposit,atm,US,CA,True,,
T-001170,2025-01-09 17:22:00.000000,C-N0098,C-N0049,10116.8,USD,transfer,mobile,SG,US,True,,
T-001171,2025-03-14 22:05:00.000000,C-N0120,C-N0019,13573.15,USD,transfer,online,FR,DE,True,,
T-001172,2025-03-07 10:50:00.000000,C-N0020,C-N0136,1245.54,USD,deposit,branch,SG,GB,True,,
T-001173,2025-03-08 09:15:00.000000,C-SMF14,C-N0127,5867.39,USD,deposit,branch,CA,SG,True,,
T-001174,2025-01-28 01:55:00.000000,C-STR02,C-N0131,13198.04,USD,withdrawal,atm,SG,AU,True,,
T-001175,2025-03-23 05:13:00.000000,C-N0060,C-N0086,3060.01,USD,transfer,online,SG,CA,True,,
T-001176,2025-01-03 11:17:00.000000,C-N0047,C-N0146,4072.8,USD,deposit,branch,CA,CA,False,,
T-001177,2025-03-29 11:12:00.000000,C-N0141,C-N0177,5623.29,USD,withdrawal,branch,GB,AU,True,,
T-001178,2025-02-09 07:41:00.000000,C-N0090,C-N0166,1051.58,USD,withdrawal,branch,SG,US,True,,
T-001179,2025-03-09 21:49:00.000000,C-N0155,C-N0006,487.42,USD,deposit,online,DE,AU,True,,
T-001180,2025-02-23 23:32:00.000000,C-STR03,C-N0186,9512.35,USD,cash,atm,US,US,False,True,structuring
T-001181,2025-03-07 07:04:00.000000,C-N0142,C-N0170,10318.07,USD,withdrawal,atm,US,FR,True,,
T-001182,2025-02-16 23:25:00.000000,C-LAY20,C-N0062,4972.82,USD,transfer,online,GB,AU,True,,
T-001183,2025-01-30 10:58:00.000000,C-N0145,C-N0160,11106.66,USD,transfer,online,FR,FR,False,,
T-001184,2025-02-16 09:00:00.000000,C-STR08,C-SMF06,4887.84,USD,deposit,atm,DE,SG,True,,
T-001185,2025-02-11 14:22:00.000000,C-N0082,C-N0126,1101.97,USD,deposit,branch,SG,JP,True,,
T-001186,2025-01-31 12:11:00.000000,C-N0003,C-SMF20,10020.49,USD,withdrawal,atm,FR,FR,False,,
T-001187,2025-02-21 21:20:00.000000,C-N0101,C-N0003,2220.5,USD,transfer,mobile,GB,GB,False,,
T-001188,2025-01-21 11:34:00.000000,C-N0077,C-STR04,11889.13,USD,withdrawal,atm,SG,AU,True,,
T-001189,2025-03-22 06:55:00.000000,C-N0046,C-N0158,14503.18,USD,withdrawal,branch,US,US,False,,
T-001190,2025-03-03 02:53:00.000000,C-LAY08,C-N0022,10524.44,USD,deposit,atm,US,FR,True,,
T-001191,2025-02-19 15:51:00.000000,C-LAY16,C-N0088,14006.77,USD,withdrawal,atm,DE,FR,True,,
T-001192,2025-02-13 01:10:00.000000,C-N0061,C-SMF20,12908.51,USD,deposit,atm,JP,DE,True,,
T-001193,2025-01-26 06:47:00.000000,C-STR06,C-N0094,9574.09,USD,cash,atm,US,US,False,True,structuring
T-001194,2025-02-27 13:38:00.000000,C-N0163,C-N0114,5234.81,USD,deposit,atm,GB,CA,True,,
T-001195,2025-03-14 04:49:00.000000,C-N0171,C-HUB01,12885.97,USD,withdrawal,atm,JP,US,True,,
T-001196,2025-01-04 20:36:00.000000,C-N0004,C-N0021,2010.36,USD,transfer,online,GB,CA,True,,
T-001197,2025-02-06 06:21:00.000000,C-STR02,C-N0065,4089.11,USD,deposit,atm,GB,US,True,,
T-001198,2025-02-02 10:59:00.000000,C-N0191,C-HUB03,6230.47,USD,withdrawal,branch,DE,JP,True,,
T-001199,2025-01-20 23:49:00.000000,C-N0100,C-RCO08,14638.8,USD,transfer,online,SG,GB,True,,
T-001200,2025-02-16 19:04:00.000000,C-N0007,C-N0083,13288.27,USD,deposit,branch,GB,US,True,,
T-001201,2025-03-16 16:34:00.000000,C-N0073,C-LAY01,6232.71,USD,transfer,online,DE,JP,True,,
T-001202,2025-01-25 02:42:00.000000,C-N0015,C-N0149,6197.87,USD,withdrawal,atm,FR,AU,True,,
T-001203,2025-03-03 23:37:52.069716,C-HUB02,C-SMF14,9443.38,USD,transfer,online,US,US,False,True,smurfing
T-001204,2025-01-11 23:37:00.000000,C-N0060,C-N0043,5790.2,USD,withdrawal,branch,GB,DE,True,,
T-001205,2025-02-06 08:41:00.000000,C-N0085,C-LAY05,7227.19,USD,deposit,online,DE,AU,True,,
T-001206,2025-03-09 02:11:00.000000,C-N0041,C-LAY20,5141.86,USD,transfer,mobile,CA,GB,True,,
T-001207,2025-02-21 20:14:00.000000,C-LAY05,C-N0093,721.69,USD,transfer,mobile,JP,GB,True,,
T-001208,2025-01-15 05:43:00.000000,C-N0149,C-N0193,5266.62,USD,transfer,mobile,SG,GB,True,,
T-001209,2025-03-09 00:56:00.000000,C-N0119,C-N0128,14393.03,USD,deposit,online,CA,FR,True,,
T-001210,2025-01-09 00:17:00.000000,C-N0088,C-N0055,3566.4,USD,deposit,branch,GB,GB,False,,
T-001211,2025-01-12 21:30:00.000000,C-N0007,C-N0023,8158.43,USD,deposit,atm,US,GB,True,,
T-001212,2025-02-19 17:56:00.000000,C-N0192,C-N0091,9529.9,USD,withdrawal,branch,FR,JP,True,,
T-001213,2025-03-20 10:07:00.000000,C-N0124,C-N0173,631.82,USD,withdrawal,atm,FR,JP,True,,
T-001214,2025-03-22 20:48:00.000000,C-N0153,C-N0018,13795.13,USD,transfer,mobile,CA,GB,True,,
T-001215,2025-02-21 16:12:00.000000,C-N0035,C-N0139,3870.05,USD,transfer,mobile,DE,US,True,,
T-001216,2025-03-17 14:19:00.000000,C-N0197,C-N0185,9743.42,USD,withdrawal,atm,US,GB,True,,
T-001217,2025-02-23 19:12:00.000000,C-N0018,C-SMF16,8119.41,USD,deposit,branch,SG,CA,True,,
T-001218,2025-02-10 01:12:00.000000,C-N0060,C-N0124,9817.28,USD,transfer,mobile,GB,AU,True,,
T-001219,2025-01-14 09:54:00.000000,C-N0131,C-SMF19,4708.4,USD,withdrawal,branch,CA,JP,True,,
T-001220,2025-03-17 18:00:00.000000,C-N0055,C-N0153,7354.66,USD,withdrawal,branch,US,AU,True,,
T-001221,2025-03-31 07:28:00.000000,C-N0078,C-N0071,11695.17,USD,transfer,online,AU,DE,True,,
T-001222,2025-01-26 12:14:00.000000,C-N0148,C-N0073,5250.25,USD,withdrawal,atm,GB,SG,True,,
T-001223,2025-02-02 01:19:00.000000,C-SMF03,C-N0024,2314.43,USD,deposit,online,CA,US,True,,
T-001224,2025-02-19 11:40:00.000000,C-SMF04,C-N0039,14173.87,USD,transfer,mobile,SG,GB,True,,
T-001225,2025-02-25 13:42:00.000000,C-LAY13,C-N0019,14676.15,USD,withdrawal,branch,GB,JP,True,,
